w1_hhid,pid,w1_prov2011,w1_geo2011,w1_r_relhead,w1_best_gen,w1_best_race,w1_best_edu,w1_best_age_yrs,w1_hhincome,w1_expenditure
104921,411291,2,1,13,2,1,0,3,3446.0457,3092.0459
104921,411292,2,1,13,2,1,0,0,3446.0457,3092.0459
104922,321465,2,1,13,2,1,9,20,2170.3838,2020.2631
104922,321466,2,1,1,2,1,4,58,2170.3838,2020.2631
104922,321467,2,1,26,2,1,25,62,2170.3838,2020.2631
104922,411311,2,1,13,2,1,4,12,2170.3838,2020.2631
104922,411312,2,1,13,1,1,2,9,2170.3838,2020.2631
104922,411325,2,1,22,1,1,0,2,2170.3838,2020.2631
104923,321431,2,2,1,2,1,22,34,23041.666,10292.996
104923,410364,2,2,4,1,1,0,4,23041.666,10292.996
104924,319995,2,2,1,2,1,7,39,520,551
104924,411300,2,2,4,2,1,2,11,520,551
104924,411328,2,2,4,1,1,1,8,520,551
104925,322005,2,1,1,2,1,7,59,350,418
104926,321460,2,2,4,1,1,6,15,1180,623
104926,321462,2,2,1,2,1,7,33,1180,623
104926,411237,2,2,4,1,1,5,11,1180,623
104926,411238,2,2,4,2,1,25,4,1180,623
104926,411239,2,2,4,1,1,25,0,1180,623
104927,319384,2,3,4,1,1,5,15,3205.3293,2075.3296
104927,319390,2,3,13,1,1,10,16,3205.3293,2075.3296
104927,319396,2,3,13,2,1,6,15,3205.3293,2075.3296
104927,319398,2,3,1,2,1,2,63,3205.3293,2075.3296
104927,319986,2,3,4,1,1,2,35,3205.3293,2075.3296
104927,319987,2,3,16,2,1,12,31,3205.3293,2075.3296
104927,321464,2,3,4,2,1,6,35,3205.3293,2075.3296
104927,321479,2,3,4,2,1,2,27,3205.3293,2075.3296
104927,411438,2,3,13,1,1,0,7,3205.3293,2075.3296
104927,411439,2,3,13,2,1,1,8,3205.3293,2075.3296
104927,411440,2,3,13,2,1,0,1,3205.3293,2075.3296
104927,411441,2,3,13,2,1,0,4,3205.3293,2075.3296
104927,411442,2,3,13,2,1,0,0,3205.3293,2075.3296
104927,582186,2,3,4,2,1,25,18,3205.3293,2075.3296
104928,321945,2,1,1,2,1,8,66,1140,1125.0001
104929,318835,2,1,13,2,1,6,21,1040,524
104929,318836,2,1,1,2,1,4,73,1040,524
104930,320925,2,1,1,2,1,8,77,990,1161.2996
104932,320950,2,1,3,2,1,8,45,1110,1505
104932,321429,2,1,1,1,1,2,54,1110,1505
104932,321514,2,1,4,2,1,5,22,1110,1505
104932,411330,2,1,13,2,1,25,1,1110,1505
104933,318831,2,1,3,2,1,16,45,1214.1912,1484.1914
104933,318832,2,1,1,1,1,11,50,1214.1912,1484.1914
104934,319991,2,2,3,2,1,8,26,2932.3914,712.39136
104934,410602,2,2,4,2,1,25,0,2932.3914,712.39136
104934,410809,2,2,4,2,1,0,10,2932.3914,712.39136
104934,411275,2,2,4,2,1,2,10,2932.3914,712.39136
104934,411301,2,2,4,2,1,1,7,2932.3914,712.39136
104934,411554,2,2,4,1,1,25,5,2932.3914,712.39136
104934,582238,2,2,1,1,1,4,30,2932.3914,712.39136
104935,319201,2,2,18,1,1,25,53,3490,2889
104935,319392,2,2,1,1,1,8,39,3490,2889
104935,319441,2,2,3,2,1,7,32,3490,2889
104935,410368,2,2,4,1,1,0,4,3490,2889
104935,411562,2,2,4,2,1,2,9,3490,2889
104935,411594,2,2,4,1,1,0,4,3490,2889
104935,411595,2,2,4,2,1,2,9,3490,2889
104936,319391,2,1,18,1,1,9,45,641.646,506.14044
104937,318837,2,1,3,2,1,9,35,3120,1760
104937,318838,2,1,1,1,1,11,39,3120,1760
104937,411587,2,1,5,1,1,8,14,3120,1760
104937,582198,2,1,14,2,1,25,90,3120,1760
104938,318841,2,1,1,1,1,5,70,4300,3097.9021
104938,319945,2,1,13,2,1,12,19,4300,3097.9021
104938,321974,2,1,3,2,1,5,60,4300,3097.9021
104938,410356,2,1,13,1,1,1,8,4300,3097.9021
104938,411435,2,1,13,2,1,4,10,4300,3097.9021
104938,411592,2,1,22,1,1,25,0,4300,3097.9021
104939,319929,2,2,1,2,1,8,44,1410,1051
104939,411166,2,2,4,2,1,1,8,1410,1051
104939,411167,2,2,4,2,1,25,1,1410,1051
104940,319932,2,2,13,1,2,9,20,3823.3335,1280
104940,319936,2,2,3,2,2,2,58,3823.3335,1280
104940,320923,2,2,1,1,2,6,48,3823.3335,1280
104940,411168,2,2,13,1,2,4,15,3823.3335,1280
104940,582184,2,2,4,1,2,8,37,3823.3335,1280
104941,318808,2,2,1,2,1,25,64,1250,1245
104941,410609,2,2,13,2,2,5,11,1250,1245
104942,318809,2,2,1,1,2,9,34,5786.667,2375
104942,410370,2,2,4,1,2,5,11,5786.667,2375
104942,410608,2,2,4,2,2,6,13,5786.667,2375
104942,582240,2,2,3,2,2,7,29,5786.667,2375
104943,318822,2,2,1,1,2,12,65,2332.0066,3350.0068
104943,318823,2,2,3,2,2,8,56,2332.0066,3350.0068
104943,318824,2,2,13,1,2,9,19,2332.0066,3350.0068
104944,321427,2,2,1,1,1,9,30,5972.917,6332.3193
104944,321436,2,2,3,2,2,11,31,5972.917,6332.3193
104944,410357,2,2,4,1,2,1,8,5972.917,6332.3193
104944,410363,2,2,4,2,2,0,6,5972.917,6332.3193
104945,319994,2,2,12,2,2,12,18,2900,1191
104945,582153,2,2,1,2,2,12,22,2900,1191
104947,321430,2,2,4,1,1,11,39,2540,1508
104947,321489,2,2,1,2,1,4,75,2540,1508
104947,411241,2,2,13,1,1,5,11,2540,1508
104948,319996,2,2,4,1,1,19,18,4250,6164.0005
104948,319997,2,2,1,2,1,20,47,4250,6164.0005
104948,321785,2,2,4,2,1,19,14,4250,6164.0005
104948,411415,2,2,4,2,1,3,9,4250,6164.0005
104949,318846,2,2,1,2,1,7,48,1430.8333,1217
104949,410606,2,2,4,1,1,5,14,1430.8333,1217
104949,410607,2,2,4,2,1,2,10,1430.8333,1217
104950,319990,2,2,3,2,1,12,39,1710,1524
104950,411416,2,2,4,1,1,6,13,1710,1524
104950,411434,2,2,4,1,1,0,9,1710,1524
104950,582237,2,2,1,1,1,8,41,1710,1524
104951,318821,2,2,16,2,1,8,27,2353.887,2386.8865
104951,319984,2,2,1,2,1,25,61,2353.887,2386.8865
104951,319985,2,2,4,1,1,9,32,2353.887,2386.8865
104951,411437,2,2,13,1,1,2,11,2353.887,2386.8865
104952,320540,2,1,1,2,1,4,82,1930,1660.0002
104952,320541,2,1,4,1,1,6,49,1930,1660.0002
104953,319983,2,1,1,2,1,7,61,2199.4712,2399.4712
104953,411560,2,1,13,1,1,0,1,2199.4712,2399.4712
104953,411571,2,1,13,1,1,0,2,2199.4712,2399.4712
104953,411572,2,1,13,1,1,0,3,2199.4712,2399.4712
104953,411573,2,1,13,1,1,0,5,2199.4712,2399.4712
104954,321944,2,1,1,1,1,25,50,150,294.45313
104956,318829,2,1,13,1,1,10,29,2191.4041,1539.4041
104956,318830,2,1,16,2,1,10,28,2191.4041,1539.4041
104956,318844,2,1,1,2,1,2,79,2191.4041,1539.4041
104956,411570,2,1,13,2,1,0,0,2191.4041,1539.4041
104956,582200,2,1,4,1,1,4,56,2191.4041,1539.4041
104957,321448,2,2,1,2,1,25,53,651,452
104957,411240,2,2,4,2,1,25,3,651,452
104958,319196,2,1,4,2,1,12,19,1760,1591
104958,319393,2,1,1,2,1,11,49,1760,1591
104958,411600,2,1,13,1,1,25,5,1760,1591
104959,318843,2,1,13,1,1,9,17,1847.4663,824.133
104959,319916,2,1,1,2,1,4,66,1847.4663,824.133
104959,410858,2,1,13,2,1,2,8,1847.4663,824.133
104960,319951,2,1,3,2,1,12,27,1400,1428
104960,411359,2,1,4,2,1,25,1,1400,1428
104960,582197,2,1,1,1,1,12,30,1400,1428
104961,319988,2,2,1,1,1,8,34,4082.9656,1294.1976
104961,319998,2,2,3,2,1,11,30,4082.9656,1294.1976
104961,410369,2,2,4,2,1,1,7,4082.9656,1294.1976
104961,410601,2,2,4,1,1,25,3,4082.9656,1294.1976
104961,410603,2,2,4,2,1,4,12,4082.9656,1294.1976
104961,411329,2,2,4,2,1,25,5,4082.9656,1294.1976
104962,318845,2,2,4,1,1,10,16,960,359
104963,319380,2,1,1,1,1,25,88,1853.3334,1307
104963,319381,2,1,3,2,1,3,58,1853.3334,1307
104963,321461,2,1,13,2,1,12,23,1853.3334,1307
104963,410360,2,1,13,2,1,2,9,1853.3334,1307
104963,411331,2,1,13,2,1,0,0,1853.3334,1307
104963,411335,2,1,13,2,1,0,2,1853.3334,1307
104964,320922,2,1,1,1,1,5,59,970,860
104964,321439,2,1,4,1,1,12,21,970,860
104964,322004,2,1,3,2,1,7,55,970,860
104964,410359,2,1,13,2,1,0,7,970,860
104964,411243,2,1,4,1,1,3,11,970,860
104965,318817,2,2,1,1,1,25,43,340.65643,348.23285
104966,319395,2,1,4,1,1,12,17,500,549
104966,319969,2,1,4,1,1,11,19,500,549
104967,319403,2,1,1,1,1,25,83,1300,1151.5571
104967,319404,2,1,13,2,1,5,19,1300,1151.5571
104967,319408,2,1,13,2,1,10,21,1300,1151.5571
104967,411361,2,1,22,2,1,25,4,1300,1151.5571
104968,319406,2,1,1,1,1,5,41,1040,810
104969,319310,2,1,1,2,1,5,63,2190,2341
104969,319348,2,1,13,1,1,8,15,2190,2341
104969,411336,2,1,13,1,1,6,14,2190,2341
104970,319394,2,1,4,1,1,9,18,550,1354
104970,319918,2,1,1,1,1,4,54,550,1354
104970,319919,2,1,3,2,1,6,43,550,1354
104970,411294,2,1,4,1,1,0,5,550,1354
104972,318842,2,1,1,2,1,8,73,2082.8188,1363.819
104972,411569,2,1,13,2,1,7,13,2082.8188,1363.819
104973,322006,2,1,1,2,1,7,72,1558.2689,1458.7106
104973,411332,2,1,25,2,1,6,13,1558.2689,1458.7106
104974,318849,2,2,12,2,1,11,21,960,505
104974,318850,2,2,1,2,1,11,23,960,505
104974,320071,2,2,12,2,1,11,19,960,505
104974,410610,2,2,4,2,1,25,1,960,505
104975,318847,2,2,19,2,1,2,24,2141.1887,1650
104975,318848,2,2,1,2,1,8,55,2141.1887,1650
104975,410611,2,2,13,1,1,6,13,2141.1887,1650
104975,410622,2,2,13,2,1,0,4,2141.1887,1650
104975,410640,2,2,13,1,1,1,9,2141.1887,1650
104975,410641,2,2,13,2,1,4,9,2141.1887,1650
104975,582280,2,2,3,1,1,25,57,2141.1887,1650
104976,318859,2,2,5,1,1,10,28,2389,1284.3375
104976,318860,2,2,5,2,1,10,21,2389,1284.3375
104976,318870,2,2,3,2,1,8,49,2389,1284.3375
104976,320070,2,2,1,1,1,7,51,2389,1284.3375
104976,410625,2,2,13,2,1,25,0,2389,1284.3375
104977,318865,2,2,1,1,1,12,21,870,643
104979,318854,2,2,1,2,1,4,36,1020,1077
104979,410613,2,2,4,2,1,4,11,1020,1077
104979,410614,2,2,4,1,1,25,2,1020,1077
104980,318863,2,2,1,1,1,10,22,1350,633.00006
104980,318864,2,2,3,2,1,8,22,1350,633.00006
104980,410615,2,2,4,2,1,25,2,1350,633.00006
104981,318857,2,2,1,2,1,25,72,1660,1610
104981,411221,2,2,13,1,1,25,4,1660,1610
104981,411222,2,2,13,2,1,5,10,1660,1610
104982,319065,2,2,1,2,1,10,38,560,593
104982,411220,2,2,4,2,1,0,7,560,593
104983,319322,2,2,1,2,1,25,68,1870,1383
104983,410632,2,2,13,1,1,1,8,1870,1383
104983,410633,2,2,13,1,1,1,7,1870,1383
104983,410634,2,2,13,2,1,3,10,1870,1383
104984,318873,2,2,4,1,1,12,22,1600,686
104984,318874,2,2,4,2,1,12,20,1600,686
104984,318875,2,2,1,2,2,25,60,1600,686
104984,410636,2,2,13,1,1,25,0,1600,686
104986,318851,2,2,1,2,1,10,57,519.1897,762.65259
104987,318852,2,2,1,2,1,8,49,1103.7656,622.39093
104987,318853,2,2,4,1,1,8,22,1103.7656,622.39093
104987,318862,2,2,4,2,1,11,19,1103.7656,622.39093
104988,318858,2,2,3,2,1,12,35,1710,827
104988,318869,2,2,1,1,1,7,43,1710,827
104988,411266,2,2,4,2,1,25,1,1710,827
104989,318866,2,2,1,1,1,4,23,278.31183,246.31184
104991,318861,2,2,1,2,1,25,,1035.5763,938.5791
104993,320497,2,2,1,2,2,6,40,606.61993,392.40005
104993,410644,2,2,4,2,2,25,5,606.61993,392.40005
104993,410645,2,2,4,2,2,3,10,606.61993,392.40005
104994,320483,2,2,1,2,1,18,26,3200,1292
104995,321637,2,2,1,2,2,6,43,456.67847,587.01697
104996,318856,2,2,4,2,1,10,23,3500,938
104996,318867,2,2,1,1,1,25,58,3500,938
104996,318868,2,2,3,2,1,25,58,3500,938
104996,320069,2,2,4,2,1,9,29,3500,938
104996,410627,2,2,13,1,1,25,2,3500,938
104996,410629,2,2,13,1,1,4,12,3500,938
104997,318855,2,2,1,2,1,6,72,1400,697
104997,411204,2,2,13,1,1,0,5,1400,697
104998,320067,2,2,1,2,1,5,47,400,392
104999,319320,2,2,1,2,1,8,74,1540,1028
104999,410635,2,2,13,2,1,6,13,1540,1028
105001,318871,2,2,1,2,1,25,46,557.71851,478.71854
105001,318872,2,2,12,1,1,25,39,557.71851,478.71854
105001,410628,2,2,13,1,1,3,12,557.71851,478.71854
105002,319060,2,2,1,2,1,12,33,974.44934,1246.4493
105002,410637,2,2,19,1,1,25,3,974.44934,1246.4493
105002,410638,2,2,19,2,1,0,5,974.44934,1246.4493
105002,410639,2,2,4,2,1,1,7,974.44934,1246.4493
105002,410642,2,2,19,2,1,25,1,974.44934,1246.4493
105002,410643,2,2,19,1,1,1,7,974.44934,1246.4493
105003,320065,2,2,3,2,1,9,30,3320,1880.8907
105003,320066,2,2,1,1,1,12,35,3320,1880.8907
105003,410630,2,2,4,1,1,1,7,3320,1880.8907
105003,410631,2,2,4,1,1,4,11,3320,1880.8907
105004,320498,2,2,1,1,1,5,54,835,824
105004,320636,2,2,3,2,1,9,44,835,824
105005,320637,2,2,1,2,1,11,31,720,782.72821
105005,410621,2,2,19,1,1,1,8,720,782.72821
105005,410648,2,2,4,2,1,4,11,720,782.72821
105005,582192,2,2,20,1,1,10,16,720,782.72821
105007,320058,2,2,19,1,1,7,16,5550,1623
105007,320059,2,2,3,2,1,9,44,5550,1623
105007,320060,2,2,4,2,1,8,16,5550,1623
105007,320062,2,2,1,1,1,8,52,5550,1623
105008,320652,2,3,1,2,2,6,22,350,235
105008,411216,2,3,4,2,1,25,5,350,235
105010,320057,2,2,1,1,1,7,69,1326.554,1009.554
105010,410650,2,2,13,2,1,6,11,1326.554,1009.554
105015,307012,7,2,,2,4,18,37,1000,12500
105015,307013,7,2,1,1,4,23,39,1000,12500
105015,404791,7,2,,2,4,4,10,1000,12500
105016,320063,2,2,1,1,1,8,48,5153.772,5194.1055
105016,320064,2,2,3,2,1,9,41,5153.772,5194.1055
105016,410623,2,2,4,1,1,5,12,5153.772,5194.1055
105016,410649,2,2,4,2,1,25,4,5153.772,5194.1055
105016,411215,2,2,4,2,1,2,8,5153.772,5194.1055
105017,320061,2,2,1,1,1,19,37,3839.6296,5914.0024
105018,311394,7,3,1,2,2,9,40,3300,2537
105019,307546,7,3,1,1,1,12,29,4983.333,567.51666
105021,302014,3,3,1,1,4,19,36,6912.4976,12578.106
105022,311447,3,3,1,1,1,25,33,1490.0834,565.08337
105023,306801,3,3,3,2,1,4,28,1483.6445,1373.7406
105023,311498,3,3,18,2,1,4,19,1483.6445,1373.7406
105023,492736,3,3,4,2,1,25,3,1483.6445,1373.7406
105023,492795,3,3,18,1,1,4,11,1483.6445,1373.7406
105023,581757,3,3,1,1,1,25,34,1483.6445,1373.7406
105025,320073,2,2,3,1,1,25,82,1109.5433,874.54333
105025,320075,2,2,1,2,1,4,55,1109.5433,874.54333
105048,311439,3,3,1,1,1,25,39,2613.519,1128.519
105048,324076,3,3,3,2,1,25,31,2613.519,1128.519
105049,311487,3,3,1,1,2,25,53,1867.4846,1287.2074
105049,311488,3,3,3,2,2,25,49,1867.4846,1287.2074
105049,492099,3,3,4,1,1,4,11,1867.4846,1287.2074
105049,492100,3,3,4,2,2,0,7,1867.4846,1287.2074
105081,302875,6,1,4,2,1,8,16,442.61786,1771.6179
105081,310001,6,1,1,2,1,8,35,442.61786,1771.6179
105081,491545,6,1,4,1,1,2,10,442.61786,1771.6179
105082,306336,6,1,3,2,1,25,44,1250,757
105082,306338,6,1,1,1,1,6,54,1250,757
105082,401772,6,1,13,2,1,25,5,1250,757
105082,492665,6,1,13,1,1,0,4,1250,757
105082,492690,6,1,13,2,1,25,4,1250,757
105082,582417,6,1,4,2,1,10,19,1250,757
105083,305937,6,1,13,2,1,9,26,2994.5107,1804.3503
105083,305938,6,1,13,2,1,8,25,2994.5107,1804.3503
105083,308172,6,1,1,2,1,8,77,2994.5107,1804.3503
105083,491536,6,1,22,2,1,25,0,2994.5107,1804.3503
105083,491537,6,1,22,1,1,25,1,2994.5107,1804.3503
105083,491538,6,1,22,1,1,25,5,2994.5107,1804.3503
105083,491539,6,1,13,2,1,2,8,2994.5107,1804.3503
105083,491540,6,1,22,2,1,5,14,2994.5107,1804.3503
105083,491542,6,1,13,2,1,5,12,2994.5107,1804.3503
105084,305501,6,1,4,2,1,6,35,2014.2666,944.26654
105084,305940,6,1,13,2,1,8,15,2014.2666,944.26654
105084,306158,6,1,1,2,1,3,70,2014.2666,944.26654
105084,491541,6,1,13,2,1,6,13,2014.2666,944.26654
105084,491543,6,1,13,2,1,1,7,2014.2666,944.26654
105088,305522,6,1,4,1,1,8,15,4248,3359
105088,305526,6,1,4,1,1,9,19,4248,3359
105088,305527,6,1,1,2,1,10,46,4248,3359
105088,308145,6,1,8,2,1,8,65,4248,3359
105088,311691,6,1,4,1,1,7,26,4248,3359
105089,305504,6,1,4,1,1,4,26,3760,4113.0005
105089,305516,6,1,13,2,1,6,17,3760,4113.0005
105089,305518,6,1,3,2,1,25,66,3760,4113.0005
105089,311693,6,1,1,1,1,25,81,3760,4113.0005
105089,491532,6,1,13,2,1,5,12,3760,4113.0005
105089,491533,6,1,13,1,1,7,14,3760,4113.0005
105089,581673,6,1,4,1,1,25,23,3760,4113.0005
105092,308191,6,1,1,2,1,11,26,1710,3263
105092,404812,6,1,4,1,1,0,5,1710,3263
105093,306333,7,2,3,2,2,12,32,16233.339,37637.324
105093,310819,7,2,6,2,1,8,17,16233.339,37637.324
105093,310820,7,2,1,1,2,19,33,16233.339,37637.324
105093,491621,7,2,4,1,2,3,9,16233.339,37637.324
105093,491622,7,2,4,2,2,3,6,16233.339,37637.324
105093,491623,7,2,4,1,2,25,2,16233.339,37637.324
105093,582374,7,2,25,1,2,8,71,16233.339,37637.324
105094,306187,7,2,1,1,4,10,21,9000,9689.5635
105095,312348,7,2,4,1,4,10,17,16400,12749.998
105095,318170,7,2,3,2,4,10,47,16400,12749.998
105095,318171,7,2,1,1,4,12,47,16400,12749.998
105096,308732,6,1,1,1,1,25,48,134.12424,714.12427
105096,308733,6,1,3,2,1,25,56,134.12424,714.12427
105097,308751,6,1,1,2,1,25,76,1602.3092,1184.156
105097,308752,6,1,13,1,1,11,25,1602.3092,1184.156
105097,308753,6,1,4,2,1,5,50,1602.3092,1184.156
105097,491967,6,1,13,1,1,3,13,1602.3092,1184.156
105097,491968,6,1,13,1,1,5,14,1602.3092,1184.156
105098,310426,7,3,1,2,1,11,25,620,547
105098,491807,7,3,4,1,1,0,4,620,547
105098,491808,7,3,4,1,1,0,1,620,547
105099,310434,7,2,3,2,1,17,26,1550,1697
105099,310436,7,2,1,1,1,11,38,1550,1697
105099,491809,7,2,4,1,1,0,1,1550,1697
105100,310443,7,2,1,2,1,3,63,1140,495
105101,310438,7,2,1,1,1,10,32,2420,678.99994
105103,318930,2,2,1,1,1,4,51,526.35358,481.35361
105103,318931,2,2,3,2,1,6,33,526.35358,481.35361
105103,411351,2,2,4,1,1,25,7,526.35358,481.35361
105103,411375,2,2,4,2,1,0,1,526.35358,481.35361
105106,306315,7,2,3,2,4,16,36,11100,11750.998
105106,306328,7,2,1,1,4,18,39,11100,11750.998
105106,311050,7,2,4,1,4,9,15,11100,11750.998
105124,321283,2,1,13,2,1,11,16,2568.9409,1281.1991
105124,321284,2,1,13,1,1,9,20,2568.9409,1281.1991
105124,321286,2,1,13,1,1,10,18,2568.9409,1281.1991
105124,321290,2,1,3,2,1,25,76,2568.9409,1281.1991
105124,321292,2,1,4,1,1,10,39,2568.9409,1281.1991
105124,321293,2,1,1,1,1,25,75,2568.9409,1281.1991
105124,410651,2,1,13,2,1,5,11,2568.9409,1281.1991
105136,321297,2,2,3,2,1,11,45,3147.5,3289
105136,321298,2,2,1,1,1,12,50,3147.5,3289
105136,410653,2,2,4,1,1,25,2,3147.5,3289
105136,410655,2,2,4,2,1,4,9,3147.5,3289
105136,410656,2,2,4,2,1,0,6,3147.5,3289
105137,321285,2,2,1,2,1,25,59,724.60217,782.25879
105137,321289,2,2,13,2,1,11,28,724.60217,782.25879
105137,321295,2,2,13,2,1,10,23,724.60217,782.25879
105137,410697,2,2,22,2,1,0,2,724.60217,782.25879
105144,308146,6,1,1,1,1,7,55,360,518
105144,309197,6,1,3,2,1,5,38,360,518
105144,492668,6,1,4,1,1,0,0,360,518
105148,305510,6,1,3,1,1,9,48,1510,452
105148,305520,6,1,4,1,1,8,16,1510,452
105148,306337,6,1,4,2,1,18,23,1510,452
105148,311054,6,1,1,2,1,9,43,1510,452
105148,492666,6,1,4,2,1,5,11,1510,452
105148,492667,6,1,4,1,1,25,6,1510,452
105154,305605,6,1,16,2,1,25,29,890.01904,673.01904
105154,305627,6,1,4,1,1,6,36,890.01904,673.01904
105154,305628,6,1,13,1,1,5,15,890.01904,673.01904
105154,308147,6,1,4,1,1,6,18,890.01904,673.01904
105154,308188,6,1,13,2,1,7,26,890.01904,673.01904
105154,308189,6,1,1,2,1,25,58,890.01904,673.01904
105154,308190,6,1,4,2,1,4,23,890.01904,673.01904
105154,491422,6,1,22,1,1,25,7,890.01904,673.01904
105154,491558,6,1,13,1,1,25,1,890.01904,673.01904
105154,491559,6,1,22,2,1,25,4,890.01904,673.01904
105154,491560,6,1,13,2,1,25,1,890.01904,673.01904
105154,491561,6,1,13,2,1,0,6,890.01904,673.01904
105154,491562,6,1,4,2,1,4,15,890.01904,673.01904
105154,491563,6,1,4,1,1,3,12,890.01904,673.01904
105154,491575,6,1,13,2,1,0,6,890.01904,673.01904
105154,492661,6,1,13,2,1,5,13,890.01904,673.01904
105155,304271,6,1,1,2,1,25,61,1060.7184,421.71844
105155,305607,6,1,13,2,1,5,16,1060.7184,421.71844
105155,403600,6,1,13,2,1,25,3,1060.7184,421.71844
105155,405523,6,1,13,1,1,25,3,1060.7184,421.71844
105155,408823,6,1,13,1,1,0,8,1060.7184,421.71844
105156,301400,6,1,1,1,1,3,77,1322.7747,1022.1354
105156,308233,6,1,4,1,1,5,40,1322.7747,1022.1354
105158,302882,6,1,4,2,1,9,15,1218.9121,1075.9121
105158,305511,6,1,1,2,1,10,48,1218.9121,1075.9121
105160,306134,7,2,1,1,1,12,33,4080,3720.0234
105160,501241,7,2,8,1,1,7,88,4080,3720.0234
105160,501256,7,2,8,2,1,4,75,4080,3720.0234
105161,303109,7,2,1,1,2,12,36,18465.883,11191.002
105161,403634,7,2,4,1,2,8,12,18465.883,11191.002
105161,570573,7,2,3,2,2,10,36,18465.883,11191.002
105163,305941,7,2,4,1,4,12,20,22481.605,10154.449
105163,306332,7,2,3,2,4,18,44,22481.605,10154.449
105163,308013,7,2,1,1,4,10,49,22481.605,10154.449
105163,308322,7,2,4,1,4,19,24,22481.605,10154.449
105163,491626,7,2,4,1,4,6,13,22481.605,10154.449
105164,305939,6,1,4,1,1,6,55,1890,1478
105164,308173,6,1,1,2,1,8,81,1890,1478
105185,317890,7,2,4,2,2,10,18,3000,8695.001
105185,318172,7,2,1,2,2,10,42,3000,8695.001
105185,401547,7,2,4,2,2,5,12,3000,8695.001
105187,310506,7,2,4,2,2,10,18,18733.332,20318.586
105187,310507,7,2,4,1,2,10,21,18733.332,20318.586
105187,310508,7,2,3,2,2,11,38,18733.332,20318.586
105187,310509,7,2,1,1,2,9,41,18733.332,20318.586
105187,403978,7,2,4,1,2,2,9,18733.332,20318.586
105189,318153,7,2,3,2,1,5,38,2400,3175
105189,318173,7,2,1,1,1,5,44,2400,3175
105192,318156,7,2,1,1,4,10,55,11950.631,12020.213
105193,303117,7,2,3,2,1,11,23,2443.5283,1830.2014
105193,491041,7,2,4,1,1,25,2,2443.5283,1830.2014
105193,570043,7,2,1,1,1,25,26,2443.5283,1830.2014
105194,310505,7,2,3,2,1,11,27,1966.9486,4729.8892
105194,318636,7,2,1,1,1,12,32,1966.9486,4729.8892
105194,403635,7,2,4,2,1,,1,1966.9486,4729.8892
105194,403977,7,2,4,2,1,2,9,1966.9486,4729.8892
105195,310512,7,2,1,1,2,11,49,7000,6635
105196,307719,8,1,4,1,1,10,18,2225.1934,2282
105196,307753,8,1,4,2,1,12,20,2225.1934,2282
105196,307759,8,1,4,1,1,6,15,2225.1934,2282
105196,408834,8,1,13,2,1,0,0,2225.1934,2282
105197,305732,6,1,4,1,1,,,1448.9895,3213
105197,306510,6,1,13,1,1,9,19,1448.9895,3213
105197,310293,6,1,1,1,1,25,96,1448.9895,3213
105197,310294,6,1,16,2,1,25,45,1448.9895,3213
105197,311026,6,1,4,1,1,,,1448.9895,3213
105197,491531,6,1,22,1,1,25,1,1448.9895,3213
105197,491556,6,1,13,1,1,25,10,1448.9895,3213
105197,582416,6,1,4,2,1,6,18,1448.9895,3213
105200,305524,6,1,1,2,1,25,56,1590,1290
105204,305546,9,2,1,1,1,6,58,404.16666,413.00006
105205,311023,9,2,1,1,1,6,48,802.5,721
105206,307318,9,2,1,1,1,5,52,3550,1650.0002
105210,304722,6,2,1,1,1,12,57,9035.3945,7952.0005
105210,304753,6,2,3,2,1,21,49,9035.3945,7952.0005
105210,492501,6,2,13,2,1,2,9,9035.3945,7952.0005
105210,501485,6,2,4,2,1,12,18,9035.3945,7952.0005
105211,304730,6,2,13,1,1,12,18,2006.8003,2444.1934
105211,304731,6,2,1,2,1,6,77,2006.8003,2444.1934
105211,304737,6,2,13,1,1,11,18,2006.8003,2444.1934
105212,304707,6,2,1,1,1,12,46,6574.7979,10635.619
105212,304708,6,2,4,1,1,11,18,6574.7979,10635.619
105212,304709,6,2,3,2,1,11,30,6574.7979,10635.619
105212,304710,6,2,17,2,1,12,31,6574.7979,10635.619
105212,492491,6,2,19,1,1,3,10,6574.7979,10635.619
105212,492494,6,2,4,2,1,25,6,6574.7979,10635.619
105212,492513,6,2,4,1,1,4,10,6574.7979,10635.619
105213,304734,6,2,3,2,1,19,29,13132.361,12393.691
105213,304735,6,2,1,1,1,22,37,13132.361,12393.691
105213,492498,6,2,4,2,1,0,1,13132.361,12393.691
105213,492499,6,2,4,2,1,2,9,13132.361,12393.691
105214,304715,6,2,1,2,1,18,58,6583.3335,5574
105214,304716,6,2,13,1,1,9,16,6583.3335,5574
105214,492495,6,2,13,2,1,6,12,6583.3335,5574
105215,304741,6,2,1,1,1,12,58,84200,12147.626
105215,304750,6,2,4,1,1,11,23,84200,12147.626
105215,304751,6,2,3,2,1,19,50,84200,12147.626
105215,304752,6,2,4,1,1,18,21,84200,12147.626
105215,501491,6,2,4,2,1,8,15,84200,12147.626
105216,304738,6,2,20,2,1,18,28,3400,2687.5159
105216,304739,6,2,1,2,1,19,33,3400,2687.5159
105218,304721,6,2,1,1,1,12,25,3892.2378,5953.9219
105219,304704,6,2,1,1,1,23,38,56400,5080.9995
105221,304724,6,2,4,1,1,12,25,15642.436,7840.6626
105221,306173,6,2,3,2,1,12,28,15642.436,7840.6626
