w1_hhid,pid,w1_prov2011,w1_geo2011,w1_r_relhead,w1_best_gen,w1_best_race,w1_best_edu,w1_best_age_yrs,w1_hhincome,w1_expenditure
101012,314585,2,1,1,2,1,25,51,1035.9819,508.98199
101013,314544,2,1,1,1,1,25,45,568.96429,841.96436
101013,314550,2,1,3,2,1,25,32,568.96429,841.96436
101013,406295,2,1,4,2,1,2,9,568.96429,841.96436
101013,406296,2,1,4,1,1,2,13,568.96429,841.96436
101013,406297,2,1,4,2,1,3,11,568.96429,841.96436
101014,301454,2,1,4,1,1,3,15,1338.1969,634.67334
101014,314575,2,1,4,1,1,4,25,1338.1969,634.67334
101014,314580,2,1,3,2,1,25,60,1338.1969,634.67334
101014,314581,2,1,4,2,1,8,22,1338.1969,634.67334
101014,314582,2,1,1,1,1,25,62,1338.1969,634.67334
101014,406298,2,1,4,1,1,2,13,1338.1969,634.67334
101015,314570,2,1,1,2,1,5,47,286.1145,352.46249
101015,406352,2,1,4,1,1,2,9,286.1145,352.46249
101016,314109,2,1,13,2,1,9,16,1320.2302,1275.2302
101016,314110,2,1,1,2,1,25,50,1320.2302,1275.2302
101017,314529,2,1,12,1,1,25,24,203.12814,459.46698
101017,314530,2,1,3,2,1,25,17,203.12814,459.46698
101017,314531,2,1,1,1,1,25,38,203.12814,459.46698
101018,314578,2,1,1,1,1,7,37,1783.3381,1462.3384
101020,314542,2,1,1,2,1,25,79,1814.6343,1006.6342
101020,314543,2,1,16,2,1,4,32,1814.6343,1006.6342
101020,406291,2,1,13,1,1,25,1,1814.6343,1006.6342
101020,406292,2,1,13,1,1,25,4,1814.6343,1006.6342
101020,406293,2,1,13,2,1,1,6,1814.6343,1006.6342
101020,407218,2,1,13,2,1,1,8,1814.6343,1006.6342
101021,314567,2,1,1,2,1,6,68,1224.8191,1415.8191
101021,314568,2,1,4,2,1,9,18,1224.8191,1415.8191
101021,406324,2,1,4,1,1,1,9,1224.8191,1415.8191
101021,406325,2,1,13,2,1,0,7,1224.8191,1415.8191
101021,406330,2,1,13,1,1,25,1,1224.8191,1415.8191
101022,314558,2,1,1,1,1,25,44,2489,2581
101022,314559,2,1,4,2,1,8,17,2489,2581
101022,314560,2,1,3,2,1,6,55,2489,2581
101022,403744,2,1,4,1,1,6,12,2489,2581
101022,406326,2,1,4,2,1,0,5,2489,2581
101022,406327,2,1,4,2,1,25,2,2489,2581
101022,406329,2,1,4,2,1,4,10,2489,2581
101023,314523,2,1,1,1,1,25,43,2729.4897,1264.49
101023,314569,2,1,3,2,1,25,30,2729.4897,1264.49
101023,314573,2,1,8,2,1,25,65,2729.4897,1264.49
101023,406331,2,1,4,1,1,3,12,2729.4897,1264.49
101023,406332,2,1,4,2,1,2,10,2729.4897,1264.49
101023,406333,2,1,4,1,1,25,7,2729.4897,1264.49
101023,406334,2,1,4,2,1,25,3,2729.4897,1264.49
101023,406335,2,1,4,1,1,25,0,2729.4897,1264.49
101024,314555,2,1,13,1,1,6,15,308.88889,1494.0001
101024,314556,2,1,13,1,1,6,17,308.88889,1494.0001
101024,314571,2,1,1,2,1,25,79,308.88889,1494.0001
101024,314572,2,1,13,1,1,6,19,308.88889,1494.0001
101024,314590,2,1,13,1,1,5,14,308.88889,1494.0001
101024,406343,2,1,13,1,1,4,13,308.88889,1494.0001
101025,314512,2,1,19,2,1,6,33,1083.9857,1452.9524
101025,314515,2,1,1,1,1,25,64,1083.9857,1452.9524
101025,314517,2,1,3,2,1,25,53,1083.9857,1452.9524
101025,314527,2,1,16,2,1,7,18,1083.9857,1452.9524
101025,314528,2,1,4,2,1,8,15,1083.9857,1452.9524
101025,314586,2,1,4,1,1,5,23,1083.9857,1452.9524
101025,314587,2,1,4,1,1,3,21,1083.9857,1452.9524
101025,406289,2,1,25,1,1,1,9,1083.9857,1452.9524
101025,406345,2,1,4,1,1,3,10,1083.9857,1452.9524
101025,406353,2,1,13,2,1,6,14,1083.9857,1452.9524
101025,406370,2,1,13,2,1,25,5,1083.9857,1452.9524
101025,406371,2,1,4,2,1,6,11,1083.9857,1452.9524
101025,406372,2,1,13,1,1,1,7,1083.9857,1452.9524
101027,314502,2,1,24,1,1,2,22,1252.4524,2064.4524
101027,314508,2,1,3,2,1,25,38,1252.4524,2064.4524
101027,314540,2,1,1,1,1,2,47,1252.4524,2064.4524
101027,406366,2,1,4,2,1,0,9,1252.4524,2064.4524
101027,406367,2,1,4,1,1,25,6,1252.4524,2064.4524
101027,406368,2,1,4,1,1,25,3,1252.4524,2064.4524
101027,406369,2,1,4,1,1,25,1,1252.4524,2064.4524
101028,313832,2,1,6,1,1,8,27,1196.115,1421.1833
101028,313837,2,1,13,2,1,25,30,1196.115,1421.1833
101028,314552,2,1,6,1,1,25,31,1196.115,1421.1833
101028,314553,2,1,6,1,1,9,22,1196.115,1421.1833
101028,314564,2,1,17,2,1,9,20,1196.115,1421.1833
101028,314565,2,1,13,2,1,8,16,1196.115,1421.1833
101028,314566,2,1,1,2,1,25,86,1196.115,1421.1833
101028,406306,2,1,13,1,1,0,6,1196.115,1421.1833
101028,406361,2,1,13,2,1,6,12,1196.115,1421.1833
101028,406362,2,1,13,1,1,4,13,1196.115,1421.1833
101028,406363,2,1,13,1,1,1,5,1196.115,1421.1833
101028,406364,2,1,13,1,1,25,4,1196.115,1421.1833
101028,406365,2,1,13,2,1,25,5,1196.115,1421.1833
101028,407235,2,1,13,1,1,25,0,1196.115,1421.1833
101028,410018,2,1,13,1,1,25,7,1196.115,1421.1833
101028,410079,2,1,6,1,1,11,11,1196.115,1421.1833
101029,314516,2,1,4,2,1,7,15,1111.2362,1732.2362
101029,314520,2,1,1,1,1,25,64,1111.2362,1732.2362
101029,314541,2,1,3,2,1,4,58,1111.2362,1732.2362
101029,314551,2,1,4,2,1,8,18,1111.2362,1732.2362
101029,314557,2,1,4,2,1,7,24,1111.2362,1732.2362
101029,406339,2,1,13,1,1,25,1,1111.2362,1732.2362
101029,406340,2,1,13,2,1,25,5,1111.2362,1732.2362
101030,314504,2,1,1,2,1,25,69,1580.8132,1459.8132
101030,314505,2,1,4,2,1,11,27,1580.8132,1459.8132
101030,406342,2,1,13,2,1,25,2,1580.8132,1459.8132
101030,406348,2,1,13,2,1,8,14,1580.8132,1459.8132
101030,407203,2,1,13,1,1,0,7,1580.8132,1459.8132
101033,314119,2,1,4,2,1,9,14,825.31274,1505.3127
101033,314157,2,1,4,1,1,8,17,825.31274,1505.3127
101033,314158,2,1,1,2,1,25,36,825.31274,1505.3127
101033,406344,2,1,13,2,1,25,1,825.31274,1505.3127
101034,314174,2,1,4,1,1,6,14,2040,1903.0002
101034,314185,2,1,4,1,1,7,16,2040,1903.0002
101034,314186,2,1,4,2,1,19,17,2040,1903.0002
101034,314521,2,1,4,2,1,12,19,2040,1903.0002
101034,314522,2,1,1,2,1,2,41,2040,1903.0002
101034,407257,2,1,4,2,1,4,10,2040,1903.0002
101034,407258,2,1,13,1,1,0,1,2040,1903.0002
101034,407259,2,1,4,2,1,6,13,2040,1903.0002
101035,314130,2,1,1,1,1,25,69,990.10052,820.10052
101036,314133,2,1,4,2,1,11,26,1964.1805,3479.6802
101036,314134,2,1,4,2,1,12,30,1964.1805,3479.6802
101036,314135,2,1,1,2,1,4,80,1964.1805,3479.6802
101036,407219,2,1,13,2,1,25,0,1964.1805,3479.6802
101036,407220,2,1,13,1,1,1,7,1964.1805,3479.6802
101036,407221,2,1,13,2,1,25,2,1964.1805,3479.6802
101036,407223,2,1,13,2,1,0,6,1964.1805,3479.6802
101037,314131,2,1,4,2,1,10,20,1407.7483,3252.7488
101037,314137,2,1,1,1,1,9,58,1407.7483,3252.7488
101037,314138,2,1,4,2,1,7,16,1407.7483,3252.7488
101037,314141,2,1,3,2,1,7,48,1407.7483,3252.7488
101037,407222,2,1,13,2,1,0,1,1407.7483,3252.7488
101037,407225,2,1,13,2,1,0,0,1407.7483,3252.7488
101037,407239,2,1,4,1,1,3,11,1407.7483,3252.7488
101037,407240,2,1,4,2,1,6,13,1407.7483,3252.7488
101037,407241,2,1,4,2,1,3,9,1407.7483,3252.7488
101037,407247,2,1,13,2,1,0,3,1407.7483,3252.7488
101037,407248,2,1,4,1,1,0,4,1407.7483,3252.7488
101038,314122,2,1,1,2,1,8,46,480.12573,960.12573
101038,407228,2,1,4,2,1,1,8,480.12573,960.12573
101038,407255,2,1,4,1,1,3,13,480.12573,960.12573
101039,314132,2,1,13,2,1,9,20,3026.0581,1757.058
101039,314140,2,1,1,2,1,25,77,3026.0581,1757.058
101039,314142,2,1,4,2,1,9,40,3026.0581,1757.058
101039,407214,2,1,13,2,1,25,4,3026.0581,1757.058
101039,407215,2,1,13,1,1,5,13,3026.0581,1757.058
101039,407217,2,1,13,1,1,1,8,3026.0581,1757.058
101039,407224,2,1,22,2,1,25,3,3026.0581,1757.058
101040,314179,2,1,1,1,1,10,21,1667.9509,1736.1694
101040,314180,2,1,20,1,1,9,20,1667.9509,1736.1694
101040,314181,2,1,23,2,1,7,31,1667.9509,1736.1694
101041,381170,5,2,3,2,1,8,57,1500,2885
101041,381251,5,2,4,2,1,5,15,1500,2885
101041,381259,5,2,1,1,1,6,59,1500,2885
101041,481060,5,2,4,1,1,3,14,1500,2885
101041,481061,5,2,4,1,1,25,8,1500,2885
101042,381253,5,2,4,2,1,11,30,1417.245,1305.0183
101042,381254,5,2,4,2,1,11,23,1417.245,1305.0183
101042,381255,5,2,1,2,1,1,65,1417.245,1305.0183
101042,381264,5,2,13,1,1,5,17,1417.245,1305.0183
101042,481057,5,2,13,2,1,25,1,1417.245,1305.0183
101042,481063,5,2,13,2,1,2,10,1417.245,1305.0183
101042,481066,5,2,13,2,1,25,4,1417.245,1305.0183
101043,381260,5,2,1,1,1,16,29,1070,1592.0002
101044,381257,5,2,1,1,1,10,21,800,578.43207
101045,381261,5,2,12,2,1,12,20,1770.0667,852
101045,381272,5,2,1,2,1,12,23,1770.0667,852
101045,481068,5,2,4,2,1,25,0,1770.0667,852
101046,381262,5,2,1,2,1,8,63,1100,527
101048,381554,5,2,1,1,1,5,51,852.23163,361.23163
101048,381555,5,2,3,2,1,25,39,852.23163,361.23163
101048,481055,5,2,4,1,1,25,0,852.23163,361.23163
101049,381293,5,2,1,1,1,9,26,60,225
101052,381267,5,2,1,2,1,4,57,764.43018,1327.6722
101052,381271,5,2,4,2,1,10,21,764.43018,1327.6722
101052,381273,5,2,4,2,1,16,20,764.43018,1327.6722
101052,481053,5,2,4,1,1,8,17,764.43018,1327.6722
101053,381167,5,2,1,1,1,9,44,2035.5487,938.40552
101053,381266,5,2,3,2,1,5,36,2035.5487,938.40552
101055,381265,5,2,1,1,1,2,59,1045.8131,1055.8131
101055,381268,5,2,3,2,1,5,47,1045.8131,1055.8131
101058,381169,5,2,1,1,1,12,28,300,1301.0001
101060,381258,5,2,1,2,1,18,29,2100,1972
101060,481058,5,2,4,2,1,25,0,2100,1972
101060,581030,5,2,3,1,1,9,28,2100,1972
101061,381060,5,2,1,1,1,7,59,1420.5999,1014.9334
101063,381055,5,2,4,2,1,10,15,5566.667,3129.9995
101063,381057,5,2,4,2,1,12,22,5566.667,3129.9995
101063,381058,5,2,4,2,1,17,26,5566.667,3129.9995
101063,381563,5,2,1,2,1,11,44,5566.667,3129.9995
101063,481059,5,2,13,2,1,25,0,5566.667,3129.9995
101063,481062,5,2,13,1,1,25,3,5566.667,3129.9995
101064,381269,5,2,1,1,1,7,39,600,682
101065,381059,5,2,12,2,1,16,29,450,519
101066,381270,5,2,4,2,1,12,20,2884.5825,1199.5826
101066,381292,5,2,4,1,1,12,22,2884.5825,1199.5826
101066,481064,5,2,13,2,1,2,8,2884.5825,1199.5826
101066,481065,5,2,13,2,1,25,3,2884.5825,1199.5826
101066,581029,5,2,4,2,1,10,28,2884.5825,1199.5826
101066,581038,5,2,4,1,1,9,25,2884.5825,1199.5826
101067,381557,5,2,1,1,1,10,44,2825,2038.0002
101069,381168,5,2,1,1,1,11,27,180,1357.9999
101070,309949,5,2,1,2,1,12,33,527.60168,1326.0001
101070,481054,5,2,7,1,1,3,8,527.60168,1326.0001
101072,381372,5,1,1,2,1,6,29,1150,779.35291
101072,481134,5,1,4,2,1,25,0,1150,779.35291
101072,481363,5,1,4,2,1,0,9,1150,779.35291
101073,381339,5,1,4,1,1,7,18,500,884.00006
101073,381518,5,1,1,1,1,2,44,500,884.00006
101073,381534,5,1,3,2,1,2,42,500,884.00006
101074,381343,5,1,1,2,1,2,78,11745.995,18495.1
101074,381345,5,1,4,2,1,18,39,11745.995,18495.1
101074,381346,5,1,13,2,1,12,22,11745.995,18495.1
101074,381519,5,1,13,2,1,10,16,11745.995,18495.1
101074,381530,5,1,22,1,1,10,17,11745.995,18495.1
101074,581027,5,1,4,2,1,19,41,11745.995,18495.1
101075,381299,5,1,4,1,1,11,20,214.91904,3121.4634
101075,381303,5,1,4,2,1,11,24,214.91904,3121.4634
101075,381304,5,1,3,2,1,9,47,214.91904,3121.4634
101075,381310,5,1,4,2,1,12,20,214.91904,3121.4634
101075,381349,5,1,4,2,1,12,22,214.91904,3121.4634
101075,381517,5,1,4,1,1,12,17,214.91904,3121.4634
101075,381520,5,1,1,1,1,7,52,214.91904,3121.4634
101075,481174,5,1,4,2,1,5,11,214.91904,3121.4634
101075,481186,5,1,13,1,1,0,5,214.91904,3121.4634
101075,481203,5,1,4,2,1,7,14,214.91904,3121.4634
101075,481335,5,1,4,1,1,2,8,214.91904,3121.4634
101075,481336,5,1,4,1,1,0,4,214.91904,3121.4634
101075,481339,5,1,13,2,1,25,2,214.91904,3121.4634
101075,481340,5,1,13,2,1,0,3,214.91904,3121.4634
101075,581096,5,1,4,2,1,12,28,214.91904,3121.4634
101076,381331,5,1,4,2,1,6,29,4315.6606,1392.1624
101076,381332,5,1,4,2,1,9,21,4315.6606,1392.1624
101076,381347,5,1,1,2,1,7,50,4315.6606,1392.1624
101076,381348,5,1,16,2,1,8,19,4315.6606,1392.1624
101076,481195,5,1,13,2,1,25,0,4315.6606,1392.1624
101076,581028,5,1,4,1,1,12,31,4315.6606,1392.1624
101076,581095,5,1,4,1,1,12,27,4315.6606,1392.1624
101077,381312,5,1,13,1,1,12,21,3230,650
101077,381313,5,1,4,2,1,12,24,3230,650
101077,381316,5,1,13,2,1,12,20,3230,650
101077,481171,5,1,13,1,1,25,3,3230,650
101077,481196,5,1,13,1,1,0,5,3230,650
101077,581023,5,1,18,1,1,,56,3230,650
101077,581080,5,1,1,2,1,6,63,3230,650
101078,381294,5,1,1,1,1,3,63,5790.5342,18277.816
101078,381295,5,1,13,1,1,10,16,5790.5342,18277.816
101078,381296,5,1,4,1,1,16,24,5790.5342,18277.816
101078,381298,5,1,4,1,1,10,31,5790.5342,18277.816
101078,381301,5,1,13,1,1,8,15,5790.5342,18277.816
101078,381335,5,1,4,2,1,16,28,5790.5342,18277.816
101078,381336,5,1,13,1,1,9,26,5790.5342,18277.816
101078,381337,5,1,13,2,1,16,17,5790.5342,18277.816
101078,381350,5,1,4,1,1,7,37,5790.5342,18277.816
101078,481199,5,1,13,2,1,6,11,5790.5342,18277.816
101078,481200,5,1,13,1,1,7,13,5790.5342,18277.816
101078,481202,5,1,13,2,1,1,1,5790.5342,18277.816
101078,581097,5,1,4,1,1,16,25,5790.5342,18277.816
101078,581820,5,1,4,1,1,8,35,5790.5342,18277.816
101080,381306,5,1,12,2,1,11,25,3570.366,4715.4448
101080,381307,5,1,1,1,1,11,26,3570.366,4715.4448
101081,307096,5,1,4,2,1,12,31,2034.2371,2583.885
101081,381305,5,1,1,2,1,4,60,2034.2371,2583.885
101081,381308,5,1,6,1,1,7,18,2034.2371,2583.885
101081,381309,5,1,4,1,1,11,26,2034.2371,2583.885
101081,381340,5,1,4,1,1,11,21,2034.2371,2583.885
101081,381342,5,1,26,2,1,12,19,2034.2371,2583.885
101081,405700,5,1,13,2,1,25,0,2034.2371,2583.885
101081,481205,5,1,13,2,1,0,0,2034.2371,2583.885
101081,481206,5,1,13,2,1,0,3,2034.2371,2583.885
101081,481209,5,1,13,2,1,0,4,2034.2371,2583.885
101081,481342,5,1,13,1,1,5,11,2034.2371,2583.885
101082,381322,5,1,1,2,1,2,60,1015.3071,1718.9178
101082,381328,5,1,13,1,1,9,16,1015.3071,1718.9178
101082,481178,5,1,13,1,1,25,2,1015.3071,1718.9178
101082,481344,5,1,13,2,1,7,13,1015.3071,1718.9178
101083,381153,5,1,4,1,1,10,28,100,955
101084,316700,5,1,13,1,1,12,22,7002.7515,3842.2705
101084,381228,5,1,13,1,1,12,19,7002.7515,3842.2705
101084,381229,5,1,13,1,1,8,27,7002.7515,3842.2705
101084,381319,5,1,4,2,1,16,37,7002.7515,3842.2705
101084,381320,5,1,1,2,1,4,65,7002.7515,3842.2705
101084,381321,5,1,13,2,1,11,18,7002.7515,3842.2705
101084,381341,5,1,4,1,1,16,33,7002.7515,3842.2705
101084,381513,5,1,4,1,1,11,30,7002.7515,3842.2705
101084,481072,5,1,13,2,1,2,8,7002.7515,3842.2705
101084,481081,5,1,13,2,1,0,0,7002.7515,3842.2705
101084,481082,5,1,13,2,1,1,6,7002.7515,3842.2705
101084,481188,5,1,13,1,1,0,6,7002.7515,3842.2705
101084,481208,5,1,13,1,1,6,13,7002.7515,3842.2705
101084,481343,5,1,13,2,1,5,12,7002.7515,3842.2705
101084,481345,5,1,13,2,1,0,5,7002.7515,3842.2705
101084,581094,5,1,4,1,1,18,34,7002.7515,3842.2705
101086,381200,5,1,4,1,1,11,32,5078.1846,4446.6011
101086,381314,5,1,13,2,1,10,19,5078.1846,4446.6011
101086,381315,5,1,4,2,1,8,26,5078.1846,4446.6011
101086,381317,5,1,13,1,1,18,22,5078.1846,4446.6011
101086,381318,5,1,13,2,1,9,23,5078.1846,4446.6011
101086,381326,5,1,13,1,1,10,18,5078.1846,4446.6011
101086,381327,5,1,1,2,1,25,71,5078.1846,4446.6011
101086,481172,5,1,13,1,1,5,14,5078.1846,4446.6011
101086,481173,5,1,22,2,1,0,2,5078.1846,4446.6011
101086,481179,5,1,13,2,1,8,14,5078.1846,4446.6011
101086,481183,5,1,13,2,1,1,7,5078.1846,4446.6011
101086,481184,5,1,13,2,1,2,8,5078.1846,4446.6011
101086,481198,5,1,22,2,1,0,0,5078.1846,4446.6011
101086,481201,5,1,22,1,1,0,4,5078.1846,4446.6011
101086,481210,5,1,13,1,1,0,2,5078.1846,4446.6011
101086,481341,5,1,13,1,1,7,13,5078.1846,4446.6011
101087,381324,5,1,1,2,1,4,42,490.83337,1833.0001
101087,481204,5,1,4,2,1,8,13,490.83337,1833.0001
101088,381297,5,1,3,2,1,25,47,4795.9258,2477.6179
101088,381300,5,1,1,1,1,25,54,4795.9258,2477.6179
101088,381344,5,1,4,1,1,9,16,4795.9258,2477.6179
101088,381521,5,1,4,1,1,10,29,4795.9258,2477.6179
101088,381523,5,1,4,2,1,9,28,4795.9258,2477.6179
101088,381531,5,1,4,2,1,18,33,4795.9258,2477.6179
101088,381532,5,1,25,1,1,11,17,4795.9258,2477.6179
101088,381533,5,1,4,1,1,16,29,4795.9258,2477.6179
101088,481175,5,1,13,1,1,0,7,4795.9258,2477.6179
101088,481176,5,1,13,2,1,5,11,4795.9258,2477.6179
101088,481182,5,1,13,2,1,25,0,4795.9258,2477.6179
101088,481190,5,1,13,1,1,25,3,4795.9258,2477.6179
101088,481334,5,1,13,1,1,25,0,4795.9258,2477.6179
101089,381165,5,1,4,1,1,16,25,1236.0581,1106.0581
101089,381325,5,1,1,2,1,2,43,1236.0581,1106.0581
101089,381329,5,1,4,2,1,12,20,1236.0581,1106.0581
101089,381330,5,1,19,2,1,11,25,1236.0581,1106.0581
101089,381389,5,1,12,2,1,4,41,1236.0581,1106.0581
101089,481180,5,1,4,1,1,4,7,1236.0581,1106.0581
101089,481181,5,1,19,1,1,3,9,1236.0581,1106.0581
101089,481187,5,1,19,2,1,2,9,1236.0581,1106.0581
101091,381515,5,1,1,2,1,6,35,715,642
101091,481177,5,1,4,1,1,0,7,715,642
101091,481197,5,1,4,1,1,5,14,715,642
101091,481338,5,1,4,2,1,3,11,715,642
101092,381356,5,1,1,2,1,8,67,2936.9133,1873.9495
101092,581026,5,1,,1,1,12,26,2936.9133,1873.9495
101094,312563,5,1,13,1,1,11,18,9472.4277,3457.0002
101094,316765,5,1,4,2,1,19,43,9472.4277,3457.0002
101094,316766,5,1,1,2,1,7,84,9472.4277,3457.0002
101094,316767,5,1,4,1,1,10,37,9472.4277,3457.0002
101094,406564,5,1,13,2,1,6,12,9472.4277,3457.0002
101094,406565,5,1,13,2,1,4,11,9472.4277,3457.0002
101095,316769,5,1,17,1,1,12,30,2899.6689,2522.0371
101095,316771,5,1,17,1,1,12,28,2899.6689,2522.0371
101095,316782,5,1,17,2,1,12,34,2899.6689,2522.0371
101095,316783,5,1,1,1,1,11,36,2899.6689,2522.0371
101095,316784,5,1,19,2,1,12,16,2899.6689,2522.0371
101095,406210,5,1,19,2,1,6,11,2899.6689,2522.0371
101095,406211,5,1,19,1,1,0,3,2899.6689,2522.0371
101095,406212,5,1,19,2,1,5,11,2899.6689,2522.0371
101096,316777,5,1,1,2,1,25,74,1075.7693,910.10266
101096,318589,5,1,13,2,1,10,17,1075.7693,910.10266
101096,408051,5,1,13,1,1,2,6,1075.7693,910.10266
101096,408057,5,1,13,1,1,1,9,1075.7693,910.10266
101097,316743,5,1,1,2,1,25,73,1064.4026,902.40259
101097,406253,5,1,13,2,1,25,4,1064.4026,902.40259
101097,501658,5,1,4,1,1,11,40,1064.4026,902.40259
101098,316744,5,1,13,1,1,12,31,1006.2684,460.60175
101098,316747,5,1,1,2,1,25,78,1006.2684,460.60175
101098,406254,5,1,22,2,1,1,6,1006.2684,460.60175
101099,316742,5,1,4,2,1,11,20,1709.907,514.70203
101099,318593,5,1,1,1,1,25,65,1709.907,514.70203
101099,406246,5,1,13,1,1,0,0,1709.907,514.70203
101099,406258,5,1,4,1,1,5,12,1709.907,514.70203
101099,406259,5,1,13,1,1,2,9,1709.907,514.70203
101100,316741,5,1,4,2,1,7,44,2912.4778,2098.7952
101100,399991,5,1,15,2,1,7,43,2912.4778,2098.7952
101100,399992,5,1,13,2,1,9,21,2912.4778,2098.7952
101100,399993,5,1,13,1,1,11,16,2912.4778,2098.7952
101100,399994,5,1,13,1,1,11,19,2912.4778,2098.7952
101100,399995,5,1,13,2,1,11,24,2912.4778,2098.7952
101100,399996,5,1,1,2,1,25,67,2912.4778,2098.7952
101100,399997,5,1,4,1,1,8,50,2912.4778,2098.7952
101100,406706,5,1,13,1,1,6,14,2912.4778,2098.7952
101100,406707,5,1,13,2,1,9,14,2912.4778,2098.7952
101100,406708,5,1,13,1,1,4,12,2912.4778,2098.7952
101100,406709,5,1,22,1,1,0,3,2912.4778,2098.7952
101101,381512,5,1,1,2,1,10,35,1739.095,1334.2819
101101,381537,5,1,4,2,1,10,17,1739.095,1334.2819
101101,481189,5,1,4,1,1,2,9,1739.095,1334.2819
101105,316692,5,2,1,1,3,12,37,10236.195,12757.229
101105,381278,5,2,3,2,3,19,30,10236.195,12757.229
101105,481235,5,2,4,1,3,0,5,10236.195,12757.229
101105,481236,5,2,4,1,3,25,2,10236.195,12757.229
101112,311810,5,2,1,1,3,11,51,21652.324,20376.406
101112,381280,5,2,3,2,3,18,47,21652.324,20376.406
101112,381281,5,2,4,2,3,12,16,21652.324,20376.406
101112,581034,5,2,4,1,3,19,23,21652.324,20376.406
101113,311809,5,2,1,1,3,,50,46866.863,72991.758
101113,381274,5,2,4,1,3,22,24,46866.863,72991.758
101113,381277,5,2,3,2,3,12,48,46866.863,72991.758
101113,381282,5,2,4,2,3,22,23,46866.863,72991.758
101113,381283,5,2,16,2,3,22,24,46866.863,72991.758
101114,308205,5,2,4,1,3,12,21,33626.125,36905.203
101114,308206,5,2,4,1,3,19,21,33626.125,36905.203
101114,381284,5,2,4,1,3,11,18,33626.125,36905.203
101114,381285,5,2,1,2,3,22,45,33626.125,36905.203
101123,381275,5,2,3,2,3,18,28,23014.967,59391.242
101123,381276,5,2,1,1,3,19,40,23014.967,59391.242
101123,481232,5,2,4,2,3,25,2,23014.967,59391.242
101123,481233,5,2,5,1,3,6,12,23014.967,59391.242
101123,481234,5,2,5,1,3,3,8,23014.967,59391.242
101134,381491,5,2,1,1,1,10,20,1500,1464.9695
101135,381451,5,2,1,2,1,10,44,2530,1481
101135,381456,5,2,19,1,1,18,24,2530,1481
101135,381457,5,2,19,1,1,11,20,2530,1481
101137,381435,5,2,4,2,1,9,18,2170,3837.001
101137,381436,5,2,1,2,1,4,60,2170,3837.001
101137,481114,5,2,13,1,1,25,3,2170,3837.001
101137,481115,5,2,13,2,1,3,9,2170,3837.001
101137,581018,5,2,17,2,1,25,54,2170,3837.001
101138,381441,5,2,1,2,1,10,65,24700.32,6722.3223
101138,381444,5,2,13,2,1,16,23,24700.32,6722.3223
101138,381448,5,2,4,2,1,12,32,24700.32,6722.3223
101138,381455,5,2,13,2,1,19,21,24700.32,6722.3223
101138,381479,5,2,12,1,1,5,60,24700.32,6722.3223
101138,481094,5,2,13,1,1,2,7,24700.32,6722.3223
101138,581061,5,2,4,2,1,11,28,24700.32,6722.3223
101138,581086,5,2,4,2,1,18,36,24700.32,6722.3223
101139,381464,5,2,3,2,1,10,43,2491.6594,1175.0093
101139,481078,5,2,4,2,1,5,12,2491.6594,1175.0093
101139,581021,5,2,4,1,1,9,19,2491.6594,1175.0093
101139,581054,5,2,1,1,1,9,43,2491.6594,1175.0093
101139,581062,5,2,4,1,1,7,17,2491.6594,1175.0093
101140,381432,5,2,3,2,1,12,22,1800,2018.0002
101140,381490,5,2,1,1,1,9,32,1800,2018.0002
101141,381434,5,2,4,2,1,12,28,3743.5769,1395.8542
101141,381443,5,2,1,2,1,6,59,3743.5769,1395.8542
101141,381445,5,2,4,1,1,11,21,3743.5769,1395.8542
101141,381461,5,2,4,2,1,12,23,3743.5769,1395.8542
101141,381462,5,2,4,1,1,12,17,3743.5769,1395.8542
101141,481117,5,2,13,1,1,0,6,3743.5769,1395.8542
101141,481119,5,2,13,2,1,25,2,3743.5769,1395.8542
101142,381433,5,2,1,1,1,10,31,1700,1000.0001
101142,381489,5,2,3,2,1,11,25,1700,1000.0001
101144,381452,5,2,3,2,1,7,56,1064.2377,1060.032
101144,381453,5,2,4,2,1,9,16,1064.2377,1060.032
101144,381454,5,2,4,1,1,11,18,1064.2377,1060.032
101144,481071,5,2,13,1,1,0,2,1064.2377,1060.032
101144,481111,5,2,13,1,1,0,2,1064.2377,1060.032
101144,481123,5,2,13,2,1,4,10,1064.2377,1060.032
101144,581019,5,2,4,1,1,7,23,1064.2377,1060.032
101144,581053,5,2,4,2,1,8,21,1064.2377,1060.032
101145,381431,5,2,13,2,1,18,22,6502.0479,11440.604
101145,381446,5,2,1,2,1,1,63,6502.0479,11440.604
101145,381447,5,2,13,2,1,11,22,6502.0479,11440.604
101145,381449,5,2,4,1,1,18,22,6502.0479,11440.604
101145,381470,5,2,13,2,1,8,18,6502.0479,11440.604
101145,481120,5,2,22,2,1,25,2,6502.0479,11440.604
101145,481121,5,2,22,1,1,25,4,6502.0479,11440.604
101145,481354,5,2,13,1,1,1,12,6502.0479,11440.604
101146,381468,5,2,1,1,1,7,63,1220,837.48486
101147,381463,5,2,3,2,1,7,50,1094.377,1052.2996
101147,381469,5,2,1,1,1,7,67,1094.377,1052.2996
101148,381458,5,2,12,2,1,11,17,2300,1540
101148,381459,5,2,1,2,1,12,30,2300,1540
101148,381472,5,2,12,2,1,12,19,2300,1540
101148,481091,5,2,19,1,1,0,1,2300,1540
101148,481092,5,2,4,1,1,4,11,2300,1540
